Song Name,Streams,Artist,Artist Followers,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
Madonna,5936752,"Bausa, Apache 207",961181.0,2021-02-26,68.0,0.806,0.565,-8.96,0.113,0.47,0.0824,116.963,195734.0,0.311
CLOUDS,5897983,NF,5831194.0,2021-02-18,69.0,0.793,0.65,-3.944,0.397,0.371,0.854,128.111,243750.0,0.809
Wonder,5535339,Shawn Mendes,1251372.0,2021-08-13,0.0,0.333,0.637,-4.904,0.0581,0.131,0.149,139.898,172693.0,0.132
Skin,5497942,Sabrina Carpenter,3689546.0,2021-01-22,76.0,0.557,0.457,-5.372,0.0335,0.428,0.0567,105.918,177500.0,0.328
Tyler Herro,5168107,Jack Harlow,1053324.0,2020-10-22,76.0,0.794,0.756,-7.16,0.136,0.11,0.247,123.066,156498.0,0.775
Remember That Night?,5116325,Sara Kays,251549.0,2020-11-06,78.0,0.679,0.61,-10.936,0.0305,0.585,0.156,123.978,227186.0,0.554
Lifestyle (feat. Adam Levine),5059891,"Jason Derulo, Maroon 5",9778632.0,2021-01-21,78.0,0.749,0.674,-5.128,0.0366,0.0209,0.169,123.055,153865.0,0.711
Fly Away,5053713,Tones And I,2820477.0,2020-11-13,79.0,0.806,0.513,-6.208,0.0685,0.217,0.217,124.988,178157.0,0.503
Despeinada,5004462,"Ozuna, Camilo",29238936.0,2020-09-04,75.0,0.734,0.775,-3.855,0.0614,0.186,0.123,166.039,224187.0,0.72
motive (with Doja Cat),4986037,Ariana Grande,67208170.0,2020-10-30,80.0,0.789,0.742,-5.664,0.0652,0.0681,0.166,116.965,167990.0,0.661
I Don't Care (with Justin Bieber),4984399,Ed Sheeran,83337783.0,2019-05-10,80.0,0.798,0.675,-5.041,0.0442,0.0912,0.0894,101.956,219947.0,0.842
"Ay, DiOs Mío!",5344862,KAROL G,1251372.0,2021-08-12,0.0,0.715,0.706,-4.423,0.195,0.496,0.106,179.997,189840.0,0.522
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",5232509,"Bizarrap, Nathy Peluso",3134041.0,2020-11-27,77.0,0.65,0.655,-3.71,0.405,0.25,0.0691,94.059,171215.0,0.735
Hawái - Remix,5163323,"Maluma, The Weeknd",26784251.0,2020-11-05,77.0,0.766,0.788,-3.128,0.312,0.105,0.142,179.984,200482.0,0.609
Tattoo - Remix with Camilo,5120753,Rauw Alejandro,6096559.0,2020-07-09,78.0,0.848,0.637,-5.132,0.156,0.0413,0.0521,96.988,222680.0,0.698
Meia Noite (Você tem meu Whatsapp),5044252,Tarcísio do Acordeon,1200248.0,2020-12-17,67.0,0.709,0.816,-4.787,0.0346,0.685,0.146,150.06,237900.0,0.921
Moonlight,5003825,XXXTENTACION,29566516.0,2018-03-16,83.0,0.921,0.537,-5.723,0.0804,0.556,0.102,128.009,135090.0,0.711
Thinking out Loud,4995623,Ed Sheeran,83337783.0,2014-06-21,82.0,0.781,0.445,-6.061,0.0295,0.474,0.184,78.998,281560.0,0.591
Toosie Slide,4966878,Drake,56327031.0,2020-04-03,78.0,0.834,0.454,-9.75,0.201,0.321,0.114,81.618,247059.0,0.837
Earned It (Fifty Shades Of Grey),4929647,The Weeknd,35340069.0,2015-08-28,69.0,0.659,0.291,-8.275,0.0348,0.405,0.0771,119.829,277680.0,0.406
ily (i love you baby) (feat. Emilee),4908929,Surf Mesa,132855.0,2019-11-26,81.0,0.674,0.774,-7.567,0.0892,0.0686,0.393,112.05,176547.0,0.33
Wonderwall,4902737,Oasis,6478565.0,1995-01-01,78.0,0.375,0.893,-4.097,0.0406,0.000509,0.187,174.323,258773.0,0.434
Everybody Dies In Their Nightmares,4847224,XXXTENTACION,29566516.0,2017-08-25,83.0,0.734,0.57,-7.066,0.133,0.847,0.112,129.953,95467.0,0.689
Bad Boy (with Young Thug),6011642,Juice WRLD,19102888.0,2021-01-15,76.0,0.697,0.674,-6.326,0.0533,0.00215,0.138,81.535,157355.0,0.198
Lo Vas A Olvidar (with ROSALÍA),5963380,Billie Eilish,47061119.0,2021-01-21,68.0,0.343,0.243,-14.66,0.0777,0.721,0.0668,135.154,203464.0,0.032
Floating Through Space,5579697,"Sia, David Guetta",20528724.0,2021-02-04,78.0,0.575,0.844,-4.89,0.072,0.00172,0.114,104.914,177801.0,0.277
Can't Feel My Face,5479407,The Weeknd,35340069.0,2015-08-28,80.0,0.705,0.769,-5.526,0.0425,0.113,0.105,107.949,213520.0,0.583
You (with Marshmello & Vance Joy),5342938,benny blanco,804613.0,2021-01-29,73.0,0.668,0.563,-6.433,0.0522,0.0493,0.119,103.116,169632.0,0.305
Call Out My Name,5233359,The Weeknd,35340069.0,2018-03-30,80.0,0.461,0.593,-4.954,0.0356,0.17,0.307,134.17,228373.0,0.175
Midnight Sky,5208100,Miley Cyrus,15778531.0,2020-08-14,76.0,0.705,0.814,-5.466,0.0346,0.00115,0.203,110.0,223279.0,0.259
Pressure (feat. Tove Lo),5197587,Martin Garrix,14921269.0,2021-02-05,76.0,0.859,0.558,-8.991,0.0902,0.659,0.124,114.978,144391.0,0.357
Can You Feel My Heart,5092250,Bring Me The Horizon,3912138.0,2013-04-01,77.0,0.15,0.859,-2.827,0.0595,0.00201,0.387,170.527,228147.0,0.354
Agua de Jamaica,5072462,Maluma,26784251.0,2021-01-28,75.0,0.664,0.665,-3.616,0.0879,0.123,0.411,173.961,176970.0,0.726
Mds,5046418,"Kawe, Mc Lele JP",444736.0,2020-05-19,72.0,0.885,0.561,-5.331,0.249,0.261,0.121,140.02,125143.0,0.644
Heartless,4995578,The Weeknd,35340069.0,2020-03-20,77.0,0.537,0.746,-5.507,0.15,0.0236,0.156,170.062,198267.0,0.252
pov,4906738,Ariana Grande,67208170.0,2020-10-30,79.0,0.487,0.534,-5.664,0.0555,0.36,0.1,131.798,201882.0,0.173
Be Alright,4900492,Dean Lewis,1692635.0,2018-06-29,80.0,0.553,0.586,-6.319,0.0362,0.697,0.0813,126.684,196373.0,0.443
Cry Baby (feat. DaBaby),4884711,Megan Thee Stallion,4794212.0,2020-11-20,76.0,0.957,0.437,-7.882,0.359,0.00402,0.219,130.058,137984.0,0.616
Mi Cuarto,4873380,Jerry Di,149682.0,2020-04-03,76.0,0.854,0.525,-4.426,0.214,0.819,0.146,97.054,197587.0,0.63
Ohne Dich,5487774,"KASIMIR1441, badmómzjay, WILDBWOYS",197320.0,2021-01-14,70.0,0.807,0.535,-6.519,0.349,0.191,0.125,156.013,125720.0,0.925
"Gravity (feat. Tyler, The Creator)",5136895,"Brent Faiyaz, DJ Dahi",1726216.0,2021-01-29,76.0,0.539,0.615,-8.746,0.252,0.173,0.144,163.924,214693.0,0.493
Vibez,5071718,ZAYN,16655692.0,2021-01-08,69.0,0.635,0.659,-7.499,0.116,0.242,0.105,96.855,163127.0,0.34
"All I Want - From ""High School Musical: The Musical: The Series""",5052801,Olivia Rodrigo,6313514.0,2019-11-27,76.0,0.376,0.43,-6.585,0.0328,0.0902,0.0912,77.599,177323.0,0.129
Daisy,5030670,Ashnikko,1248499.0,2020-07-09,76.0,0.834,0.663,-6.143,0.133,0.235,0.372,121.876,146523.0,0.774
Wasted On You,4948563,Morgan Wallen,2147875.0,2021-01-08,76.0,0.505,0.657,-5.24,0.0318,0.373,0.126,196.0,178520.0,0.252
La Jeepeta - Remix,4942545,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",2127531.0,2020-04-24,75.0,0.815,0.715,-4.65,0.207,0.3,0.091,176.007,345241.0,0.786
Los Dioses,5929507,"Anuel AA, Ozuna",18306226.0,2021-01-22,73.0,0.817,0.737,-5.453,0.102,0.046,0.092,93.985,206587.0,0.67
Si Me Tomo Una Cerveza,5427534,"Migrantes, Alico",114348.0,2020-11-07,74.0,0.72,0.613,-6.899,0.0572,0.185,0.155,84.974,182199.0,0.857
Somebody’s Problem,5332437,Morgan Wallen,2147875.0,2020-11-20,70.0,0.657,0.54,-7.675,0.0287,0.662,0.123,136.97,161773.0,0.625
De Una Vez,5186567,Selena Gomez,28931149.0,2021-03-12,70.0,0.659,0.479,-6.79,0.2,0.152,0.268,163.882,155956.0,0.0395
Way Out (feat. Big Sean),4962949,Jack Harlow,1053324.0,2020-12-09,72.0,0.945,0.582,-8.357,0.0719,0.114,0.103,108.025,168906.0,0.907
Diamonds,4931163,Sam Smith,17097317.0,2020-09-17,77.0,0.653,0.667,-6.764,0.0423,0.154,0.107,104.181,213869.0,0.556
Dancing in My Room,4914093,347aidan,211500.0,2020-10-26,79.0,0.98,0.413,-11.052,0.101,0.671,0.17,119.993,180139.0,0.764
De Cora <3,4864544,"Rauw Alejandro, J Balvin",6096559.0,2020-11-13,73.0,0.811,0.683,-2.028,0.241,0.46,0.128,176.037,190101.0,0.571
champagne problems,4848954,Taylor Swift,42227614.0,2020-12-11,75.0,0.462,0.24,-12.077,0.0377,0.92,0.113,171.319,244000.0,0.32
Go Crazy,4833081,"Chris Brown, Young Thug",14073083.0,2020-05-08,80.0,0.755,0.578,-8.932,0.145,0.316,0.25,94.148,176960.0,0.581
Reminds Me Of You,5942551,"Juice WRLD, The Kid LAROI",19102888.0,2020-12-08,75.0,0.613,0.631,-6.965,0.12,0.0663,0.169,149.992,158033.0,0.33
Don't Play,5119828,"Anne-Marie, KSI, Digital Farm Animals",8153871.0,2021-01-15,73.0,0.695,0.784,-6.564,0.0402,0.0889,0.0843,128.031,188581.0,0.52
MODO TURBO,4983557,"Luísa Sonza, Pabllo Vittar, Anitta",1251372.0,2021-08-11,1.0,0.655,0.726,-7.628,0.0796,0.334,0.232,160.064,150260.0,0.766
Buss It,4915403,Erica Banks,41551.0,2020-06-19,72.0,0.956,0.502,-5.995,0.213,0.0593,0.238,110.003,187000.0,0.795
Kings & Queens,4855690,Ava Max,3916979.0,2020-09-18,82.0,0.637,0.69,-4.057,0.0405,0.00786,0.124,129.857,162399.0,0.457
Lovesick Girls,4796365,BLACKPINK,23848461.0,2020-10-02,75.0,0.654,0.707,-5.661,0.0664,0.00559,0.0873,127.97,194765.0,0.448
Caramelo,4790233,Ozuna,29238936.0,2020-06-11,74.0,0.728,0.806,-3.766,0.0623,0.0531,0.153,168.084,217547.0,0.698
Deep End,5622565,Fousheé,411262.0,2020-06-05,72.0,0.868,0.479,-6.687,0.445,0.703,0.102,133.928,115200.0,0.776
Sand In My Boots,5446609,Morgan Wallen,2147875.0,2021-01-08,75.0,0.403,0.537,-6.628,0.031,0.59,0.112,69.877,202133.0,0.414
865,5160123,Morgan Wallen,2147875.0,2021-01-08,70.0,0.532,0.584,-5.254,0.0248,0.723,0.101,88.003,190680.0,0.367
7 Summers,5064504,Morgan Wallen,2147875.0,2021-01-08,73.0,0.466,0.786,-5.13,0.0328,0.417,0.125,203.903,210507.0,0.571
HACIENDO QUE ME AMAS,4935633,Bad Bunny,36177712.0,2020-11-27,78.0,0.584,0.411,-7.147,0.0838,0.869,0.0955,169.934,217769.0,0.412
La Luz,4906324,"Sech, J Balvin",8766508.0,2020-10-31,70.0,0.665,0.697,-4.819,0.154,0.427,0.599,94.053,216747.0,0.556
The Woo (feat. 50 Cent & Roddy Ricch),4892682,Pop Smoke,6852509.0,2020-07-03,79.0,0.49,0.618,-5.655,0.104,0.0221,0.259,99.7,201600.0,0.286
More Than My Hometown,4879971,Morgan Wallen,2147875.0,2021-01-08,75.0,0.62,0.869,-5.479,0.0462,0.615,0.131,126.019,216573.0,0.597
Warning,4860714,Morgan Wallen,2147875.0,2021-01-08,68.0,0.633,0.664,-5.037,0.0294,0.46,0.108,115.058,156747.0,0.268
Recairei - Ao Vivo,4815342,Os Barões Da Pisadinha,4281787.0,2020-04-17,69.0,0.582,0.937,-2.118,0.0858,0.449,0.684,168.096,166838.0,0.939
Ice Cream (with Selena Gomez),4812765,BLACKPINK,23848461.0,2020-10-02,71.0,0.79,0.701,-4.81,0.365,0.0317,0.0311,159.972,177813.0,0.91
Be Kind (with Halsey),4790427,Marshmello,31552500.0,2020-05-01,80.0,0.63,0.633,-7.088,0.0457,0.00776,0.0541,93.995,172762.0,0.452
Fever,4769618,"Dua Lipa, Angèle",27167675.0,2020-10-29,73.0,0.868,0.693,-7.052,0.181,0.0597,0.106,114.999,156911.0,0.396
Angst,5317174,Apache 207,1674348.0,2021-01-01,67.0,0.599,0.79,-4.352,0.386,0.0213,0.0778,100.119,201501.0,0.528
"no body, no crime (feat. HAIM)",4986214,Taylor Swift,42227614.0,2020-12-11,68.0,0.546,0.613,-7.589,0.0264,0.418,0.103,79.015,215627.0,0.535
Sunday Best,4858392,Surfaces,724903.0,2019-01-06,80.0,0.878,0.525,-6.832,0.0578,0.183,0.0714,112.022,158571.0,0.694
Amor ou o Litrão,4848222,"Petter Ferraz, Menor Nico",14122.0,2020-10-16,66.0,0.934,0.707,-4.214,0.0646,0.437,0.0628,138.023,173913.0,0.961
Happier,4655272,"Marshmello, Bastille",31552500.0,2018-08-17,82.0,0.687,0.792,-2.749,0.0452,0.191,0.167,100.015,214290.0,0.671
Don't Stop Me Now - Remastered 2011,4630572,Queen,35910149.0,1978-11-10,74.0,0.563,0.865,-5.277,0.16,0.0472,0.77,156.271,209413.0,0.601
Azul,4606011,J Balvin,29067437.0,2020-03-19,77.0,0.843,0.836,-2.474,0.0695,0.0816,0.0532,94.018,205933.0,0.65
Basta Você Me Ligar - Ao Vivo,4580123,"Os Barões Da Pisadinha, Xand Avião",4281787.0,2020-05-29,68.0,0.599,0.914,-2.415,0.0629,0.5,0.694,168.008,182977.0,0.831
Tequila Shots,4540781,Kid Cudi,5002317.0,2020-12-11,74.0,0.712,0.556,-7.214,0.0531,0.084,0.527,90.494,193293.0,0.22
Lose Control,4516053,"MEDUZA, Becky Hill, Goodboys",441714.0,2019-10-11,82.0,0.598,0.526,-8.659,0.0415,0.129,0.14,123.935,168387.0,0.529
I CAN'T STOP ME,4504304,TWICE,9998991.0,2020-10-26,76.0,0.657,0.88,-3.672,0.102,0.121,0.463,150.084,205493.0,0.769
E-GIRLS ARE RUINING MY LIFE!,4488125,"CORPSE, Savage Ga$p",1777797.0,2020-09-25,77.0,0.614,0.937,-7.443,0.115,0.00161,0.103,84.98,105176.0,0.386
All I Want for Christmas Is You,23235257,Mariah Carey,6931357.0,1994-11-01,65.0,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,241107.0,0.35
Last Christmas,20709328,Wham!,1631876.0,1984-11-29,63.0,0.735,0.478,-12.472,0.0293,0.189,0.355,107.682,262960.0,0.947
Santa Tell Me,16657592,Ariana Grande,67208170.0,2014-11-24,61.0,0.525,0.621,-7.364,0.116,0.0489,0.294,191.9,204093.0,0.591
Rockin' Around The Christmas Tree,16613649,Brenda Lee,222627.0,1964-10-19,58.0,0.589,0.472,-8.749,0.0502,0.614,0.505,67.196,126267.0,0.898
Jingle Bell Rock,16527404,Bobby Helms,20637.0,1957-12-02,56.0,0.754,0.424,-8.463,0.0363,0.643,0.0652,119.705,130973.0,0.806
It's Beginning to Look a Lot like Christmas,15424001,Michael Bublé,4702232.0,2012-11-09,55.0,0.339,0.214,-11.714,0.0375,0.908,0.341,94.775,206640.0,0.363
It's the Most Wonderful Time of the Year,14582001,Andy Williams,369548.0,1963-11-24,55.0,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,151933.0,0.776
Underneath the Tree,12266990,Kelly Clarkson,7869617.0,2013-10-29,49.0,0.509,0.812,-5.439,0.0537,0.00128,0.214,159.878,229640.0,0.689
Feliz Navidad,11664490,José Feliciano,239129.0,2002-09-24,49.0,0.513,0.831,-9.004,0.0383,0.55,0.336,148.837,182067.0,0.963
Let It Snow! Let It Snow! Let It Snow!,10884855,Dean Martin,1139096.0,1959-01-01,54.0,0.451,0.24,-14.014,0.0351,0.912,0.175,134.009,117147.0,0.701
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),10787165,Frank Sinatra,4953667.0,1994-11-08,53.0,0.652,0.259,-13.336,0.0595,0.903,0.362,142.169,155453.0,0.836
Mistletoe,10609206,Justin Bieber,48544923.0,2011-01-01,59.0,0.657,0.56,-9.049,0.0467,0.498,0.0794,161.993,182947.0,0.854
Sleigh Ride,10508459,The Ronettes,1251372.0,1963-01-01,50.0,0.529,0.772,-7.013,0.0287,0.403,0.316,91.751,181267.0,0.853
Do They Know It's Christmas? - 1984 Version,10476212,Band Aid,4883.0,2004-01-01,51.0,0.599,0.642,-6.936,0.0363,0.164,0.0992,115.412,222533.0,0.349
Wonderful Christmastime - Edited Version / Remastered 2011,9882989,Paul McCartney,3609658.0,1980-05-16,51.0,0.774,0.511,-8.914,0.0319,0.322,0.0672,94.736,227653.0,0.771
Holly Jolly Christmas,9852792,Michael Bublé,4702232.0,2012-11-09,48.0,0.647,0.465,-8.308,0.0428,0.865,0.0882,151.251,119787.0,0.699
Happy Xmas (War Is Over) - Remastered 2010,9509781,"John Lennon, Yoko Ono",4313100.0,2010-10-05,53.0,0.321,0.64,-10.023,0.0324,0.28,0.718,146.172,214333.0,0.414
Driving Home for Christmas - 2019 Remaster,8804531,Chris Rea,,,,,,,,,,,,
The Christmas Song (Merry Christmas To You),8478518,Nat King Cole,1634288.0,1962-01-01,53.0,0.319,0.21,-15.231,0.0341,0.92,0.138,78.696,192160.0,0.209
White Christmas,7045348,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",359973.0,1942-01-01,51.0,0.317,0.158,-16.485,0.0381,0.673,0.338,130.503,177480.0,0.247
Slay3r,6912271,Playboi Carti,4958353.0,2020-12-25,63.0,0.885,0.661,-5.062,0.141,0.165,0.334,140.028,164591.0,0.436
A Holly Jolly Christmas - Single Version,6716353,Burl Ives,58479.0,1965-01-01,49.0,0.683,0.375,-13.056,0.0303,0.579,0.076,140.467,135533.0,0.888
Fairytale of New York (feat. Kirsty MacColl),6404964,The Pogues,382997.0,1988-09-05,55.0,0.271,0.551,-7.48,0.0457,0.582,0.256,78.111,272467.0,0.428
Merry Christmas Everyone,6052105,Shakin' Stevens,99249.0,1991-11-25,47.0,0.534,0.904,-3.315,0.0369,0.129,0.128,202.899,220160.0,0.96
Blue Christmas,6007011,Elvis Presley,5698788.0,1957-10-15,49.0,0.465,0.27,-16.661,0.0425,0.9,0.145,94.518,129173.0,0.58
Run Rudolph Run - Single Version,5802508,Chuck Berry,1251372.0,2021-08-06,0.0,0.647,0.876,-5.662,0.185,0.881,0.26,151.925,162897.0,0.949
Santa Claus Is Coming To Town,5801639,The Jackson 5,1251372.0,2021-08-06,0.0,0.691,0.776,-4.177,0.0341,0.458,0.33,146.861,144080.0,0.961
Santa Baby,5687085,Kylie Minogue,1324920.0,2010-11-30,42.0,0.685,0.391,-7.183,0.0435,0.744,0.142,87.101,202547.0,0.443
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),5422082,"Perry Como, The Fontane Sisters",336373.0,1999-08-20,49.0,0.724,0.276,-12.25,0.0599,0.76,0.116,112.874,155933.0,0.718
Christmas (Baby Please Come Home),5394054,Darlene Love,1251372.0,1963-01-01,45.0,0.325,0.759,-7.146,0.053,0.395,0.0773,126.627,166453.0,0.36
Step Into Christmas,5353591,Elton John,7504724.0,1973-10-05,43.0,0.526,0.925,-5.584,0.0363,0.102,0.305,140.308,272394.0,0.819
Show Out (with Skepta & Pop Smoke),5209372,Kid Cudi,5002317.0,2020-12-11,76.0,0.619,0.589,-6.531,0.124,0.43,0.378,143.896,174960.0,0.158
Investe Em Mim,5191001,Jonas Esticado,1293055.0,2019-12-13,72.0,0.632,0.953,-1.283,0.0325,0.317,0.125,160.061,186533.0,0.798
Lance Individual,5152906,Jorge & Mateus,15019109.0,2020-11-13,72.0,0.752,0.62,-5.536,0.0509,0.309,0.075,117.399,164459.0,0.962
Jingle Bell Rock - Daryl's Version,10522305,Daryl Hall & John Oates,1549216.0,1983-11-01,43.0,0.666,0.841,-3.592,0.0312,0.613,0.113,128.706,126360.0,0.84
Thank God It's Christmas - Non-Album Single,10509961,Queen,,,,,,,,,,,,
Christmas Lights,10455065,Coldplay,31161671.0,2016-12-16,53.0,0.295,0.496,-9.478,0.0327,0.207,0.858,132.062,268521.0,0.224
Have Yourself A Merry Little Christmas,9548924,Sam Smith,17097317.0,2014-12-05,46.0,0.438,0.178,-9.402,0.0414,0.957,0.316,75.248,170964.0,0.344
Santa's Coming for Us,9474711,Sia,20528724.0,2018-11-01,49.0,0.547,0.814,-6.191,0.12,0.0215,0.0475,92.986,205267.0,0.724
My Only Wish (This Year),9457199,Britney Spears,9470311.0,2000-11-14,43.0,0.669,0.843,-3.766,0.0268,0.169,0.195,147.08,255400.0,0.702
"Baby, It's Cold Outside (feat. Meghan Trainor)",9270017,Brett Eldredge,1298537.0,2016-10-28,44.0,0.583,0.572,-4.776,0.0366,0.738,0.266,113.998,173560.0,0.684
Like It's Christmas,9167304,Jonas Brothers,5436999.0,2019-11-08,47.0,0.725,0.571,-6.007,0.102,0.0183,0.0519,146.035,200880.0,0.61
Christmas Without You,8813922,Ava Max,3916979.0,2020-10-15,45.0,0.654,0.596,-4.68,0.0458,0.424,0.11,118.078,169245.0,0.382
You Make It Feel Like Christmas (feat. Blake Shelton),8696354,Gwen Stefani,4805333.0,2017-10-06,44.0,0.635,0.87,-4.291,0.04,0.0156,0.118,93.0,156773.0,0.912
Gnat,8614955,Eminem,46814751.0,2020-12-18,70.0,0.835,0.869,-4.582,0.27,0.248,0.462,140.945,224656.0,0.82
Joy To The World,8387899,Nat King Cole,1251372.0,2021-08-06,0.0,0.59,0.305,-12.955,0.032,0.894,0.14,102.103,86760.0,0.545
Santa Claus Is Coming to Town,8177832,Michael Bublé,4702232.0,2012-11-09,44.0,0.594,0.389,-7.109,0.0517,0.785,0.0313,122.331,171093.0,0.396
Baby It's Cold Outside (duet with Michael Bublé),8160534,Idina Menzel,353571.0,2014-10-10,47.0,0.553,0.476,-8.869,0.0649,0.647,0.281,113.401,166147.0,0.558
‘tis the damn season,8115520,Taylor Swift,42227614.0,2020-12-11,66.0,0.575,0.434,-8.193,0.0312,0.735,0.105,145.916,229840.0,0.348
I Saw Mommy Kissing Santa Claus,8064361,The Jackson 5,1151360.0,1970-10-15,44.0,0.583,0.712,-8.222,0.0538,0.263,0.817,128.897,181267.0,0.614
Santa Baby (with Henri René & His Orchestra),8022773,"Eartha Kitt, Henri Rene & His Orchestra",127251.0,2002-01-01,41.0,0.7,0.139,-12.346,0.0607,0.902,0.185,84.485,206067.0,0.49
Carol of the Bells,7993078,"Mykola Dmytrovych Leontovych, John Williams",1024868.0,1990-01-01,51.0,0.418,0.106,-22.507,0.0448,0.994,0.179,46.718,85267.0,0.8
gold rush,7901968,Taylor Swift,42227614.0,2020-12-11,70.0,0.512,0.462,-10.491,0.0408,0.83,0.121,112.05,185320.0,0.353
What Christmas Means To Me,7792643,Stevie Wonder,1251372.0,2021-08-06,0.0,0.545,0.7,-6.961,0.0323,0.0982,0.1,83.506,148147.0,0.799
The Christmas Song (Shawn Mendes & Camila Cabello),7536851,Shawn Mendes,33893352.0,2020-12-07,42.0,0.341,0.181,-12.073,0.0366,0.888,0.137,83.608,196254.0,0.212
"Baby, It's Cold Outside",7367482,Dean Martin,1139096.0,1959-01-01,44.0,0.469,0.196,-16.093,0.0571,0.882,0.0513,130.036,143733.0,0.537
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",7363913,Bruce Springsteen,4224071.0,1981-01-01,44.0,0.357,0.668,-8.444,0.0479,0.362,0.727,139.986,267600.0,0.407
One More Sleep,7350024,Leona Lewis,2877234.0,2013-12-02,42.0,0.638,0.813,-3.849,0.0362,0.464,0.344,112.986,239587.0,0.754
Little Saint Nick - 1991 Remix,7301381,The Beach Boys,1251372.0,2021-08-06,0.0,0.602,0.553,-9.336,0.0328,0.108,0.0512,130.594,118840.0,0.971
Naughty List (with Dixie),7299201,Liam Payne,8037861.0,2020-10-30,51.0,0.619,0.771,-2.204,0.0601,0.0318,0.114,81.966,154747.0,0.704
I'll Be Home,7281773,Meghan Trainor,10606572.0,2015-01-09,45.0,0.542,0.37,-7.779,0.0257,0.318,0.108,84.796,219653.0,0.289
Rudolph The Red-Nosed Reindeer,7227612,Dean Martin,1139096.0,1959-01-01,41.0,0.478,0.201,-16.768,0.0332,0.919,0.0854,136.471,135760.0,0.857
Mistletoe And Holly - Remastered 1999,7225080,Frank Sinatra,4953667.0,1957-09-01,38.0,0.607,0.103,-14.405,0.0404,0.804,0.076,110.378,136427.0,0.341
Jingle Bells - Remastered 1999,7182262,Frank Sinatra,4953667.0,1957-09-01,36.0,0.512,0.339,-13.119,0.0498,0.727,0.0977,174.609,120693.0,0.951
Oh Santa! (feat. Ariana Grande & Jennifer Hudson),7170169,Mariah Carey,6931357.0,2020-12-04,47.0,0.648,0.938,-3.298,0.115,0.0339,0.0564,78.496,200467.0,0.849
Do You Hear What I Hear? - Remastered 2006,7149158,Bing Crosby,359973.0,2006-01-01,44.0,0.566,0.246,-15.499,0.0276,0.813,0.195,101.529,165667.0,0.412
Hallelujah,6985392,Pentatonix,3083825.0,2017-12-06,60.0,0.364,0.378,-7.381,0.0331,0.47,0.339,89.918,268960.0,0.366
This Christmas,6809438,Donny Hathaway,424935.0,1990-04-03,42.0,0.634,0.645,-9.2,0.0376,0.292,0.246,93.047,231173.0,0.677
Winter Wonderland,6680928,Tony Bennett,659472.0,2014-12-09,29.0,0.604,0.497,-6.676,0.0319,0.727,0.102,126.011,149307.0,0.72
Christmas Tree Farm,6657404,Taylor Swift,42227614.0,2019-12-06,52.0,0.598,0.68,-4.505,0.0331,0.06,0.324,134.002,228027.0,0.437
Cozy Little Christmas,6652130,Katy Perry,18936929.0,2018-11-15,41.0,0.774,0.608,-6.264,0.128,0.128,0.0895,137.494,182521.0,0.56
"Merry Christmas, Happy Holidays",6635128,*NSYNC,1564750.0,1998-10-30,41.0,0.643,0.939,-3.967,0.0463,0.104,0.881,104.999,255307.0,0.756
tolerate it,6635109,Taylor Swift,42227614.0,2020-12-11,67.0,0.316,0.361,-10.381,0.0488,0.878,0.0797,74.952,245440.0,0.221
Please Come Home for Christmas - 2013 Remaster,6400108,Eagles,6896776.0,1994-01-01,44.0,0.612,0.289,-11.568,0.0421,0.599,0.0561,183.18,177440.0,0.466
My Kind Of Present,6278993,Meghan Trainor,10606572.0,2020-10-30,41.0,0.485,0.444,-6.232,0.195,0.373,0.0969,179.967,161013.0,0.777
happiness,16213589,Taylor Swift,42227614.0,2020-12-11,65.0,0.559,0.334,-10.733,0.0376,0.87,0.114,122.079,315147.0,0.211
ivy,14519547,Taylor Swift,42227614.0,2020-12-11,66.0,0.515,0.545,-9.277,0.0353,0.855,0.0921,88.856,260440.0,0.535
dorothea,14392788,Taylor Swift,42227614.0,2020-12-11,64.0,0.605,0.488,-8.322,0.0264,0.696,0.129,119.966,225880.0,0.354
coney island (feat. The National),14385703,Taylor Swift,42227614.0,2020-12-11,64.0,0.537,0.537,-11.266,0.0617,0.819,0.142,107.895,275320.0,0.292
evermore (feat. Bon Iver),13810722,Taylor Swift,42227614.0,2020-12-11,66.0,0.39,0.27,-10.673,0.0308,0.937,0.111,125.177,304107.0,0.32
long story short,13583538,Taylor Swift,42227614.0,2020-12-11,66.0,0.546,0.73,-7.704,0.0417,0.66,0.0972,157.895,215920.0,0.573
