Attributes,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,ADRO.JK,BBCA.JK,BBRI.JK,ADRO.JK,BBCA.JK,BBRI.JK,ADRO.JK,BBCA.JK,BBRI.JK,ADRO.JK,BBCA.JK,BBRI.JK,ADRO.JK,BBCA.JK,BBRI.JK,ADRO.JK,BBCA.JK,BBRI.JK
Date,,,,,,,,,,,,,,,,,,
2018-03-19,1593.796630859375,4395.619140625,3287.82470703125,2040.0,4670.0,3690.0,2080.0,4675.0,3720.0,2020.0,4640.0,3670.0,2060.0,4660.0,3690.0,21537600.0,74200000.0,90107600.0
2018-03-20,1617.23486328125,4381.5009765625,3332.375244140625,2070.0,4655.0,3740.0,2090.0,4660.0,3740.0,2000.0,4600.0,3660.0,2010.0,4655.0,3720.0,41326700.0,89683500.0,105284400.0
2018-03-21,1593.796630859375,4400.326171875,3394.745849609375,2040.0,4675.0,3810.0,2110.0,4705.0,3820.0,2030.0,4655.0,3740.0,2090.0,4670.0,3750.0,74771800.0,67617500.0,134110400.0
2018-03-22,1578.1710205078125,4414.44482421875,3270.00439453125,2020.0,4690.0,3670.0,2070.0,4700.0,3800.0,2000.0,4670.0,3660.0,2060.0,4695.0,3800.0,52433200.0,60791500.0,144557000.0
2018-03-23,1558.639404296875,4480.33251953125,3207.633544921875,1995.0,4760.0,3600.0,2010.0,4760.0,3600.0,1945.0,4600.0,3450.0,1980.0,4600.0,3560.0,52299100.0,62978000.0,196695900.0
2018-03-26,1585.9840087890625,4381.5009765625,3207.633544921875,2030.0,4655.0,3600.0,2050.0,4690.0,3610.0,1990.0,4640.0,3540.0,1995.0,4680.0,3580.0,34336700.0,100407000.0,89913100.0
2018-03-27,1593.796630859375,4414.44482421875,3207.633544921875,2040.0,4690.0,3600.0,2070.0,4755.0,3670.0,2030.0,4685.0,3570.0,2050.0,4730.0,3660.0,49645600.0,66088000.0,102444600.0
2018-03-28,1593.796630859375,4390.9140625,3163.083740234375,2040.0,4665.0,3550.0,2070.0,4690.0,3650.0,2020.0,4630.0,3500.0,2040.0,4690.0,3640.0,69051900.0,36212500.0,98368300.0
2018-03-29,1664.111328125,4386.2080078125,3207.633544921875,2130.0,4660.0,3600.0,2160.0,4665.0,3600.0,2030.0,4565.0,3520.0,2070.0,4630.0,3590.0,108354800.0,77650500.0,130860500.0
2018-03-30,1664.111328125,4386.2080078125,3207.633544921875,2130.0,4660.0,3600.0,2130.0,4660.0,3600.0,2130.0,4660.0,3600.0,2130.0,4660.0,3600.0,0.0,0.0,0.0
2018-04-02,1664.111328125,4405.0322265625,3296.493408203125,2130.0,4680.0,3600.0,2180.0,4695.0,3600.0,2110.0,4620.0,3490.0,2150.0,4690.0,3500.0,51011600.0,37162500.0,69286700.0
2018-04-03,1656.2984619140625,4405.0322265625,3296.493408203125,2120.0,4680.0,3600.0,2130.0,4700.0,3600.0,2080.0,4665.0,3530.0,2100.0,4675.0,3530.0,61715400.0,56261000.0,45524700.0
2018-04-04,1593.796630859375,4386.2080078125,3195.767333984375,2040.0,4660.0,3490.0,2140.0,4700.0,3600.0,2030.0,4605.0,3460.0,2140.0,4700.0,3600.0,64390900.0,49877000.0,88879000.0
2018-04-05,1578.1710205078125,4339.14501953125,3177.45361328125,2020.0,4610.0,3470.0,2080.0,4700.0,3540.0,2010.0,4610.0,3470.0,2070.0,4700.0,3510.0,67813100.0,22521500.0,80015200.0
2018-04-06,1585.9840087890625,4277.9638671875,3186.610595703125,2030.0,4545.0,3480.0,2060.0,4625.0,3490.0,2000.0,4520.0,3450.0,2030.0,4625.0,3470.0,34975600.0,47941500.0,67557000.0
2018-04-09,1617.23486328125,4287.37646484375,3232.39501953125,2070.0,4555.0,3530.0,2090.0,4580.0,3530.0,2020.0,4515.0,3480.0,2030.0,4570.0,3530.0,40067600.0,51013000.0,48595300.0
2018-04-10,1648.485595703125,4386.2080078125,3278.1796875,2110.0,4660.0,3580.0,2130.0,4690.0,3630.0,2050.0,4560.0,3530.0,2090.0,4575.0,3540.0,55960600.0,79533500.0,85668600.0
2018-04-11,1671.924072265625,4390.9140625,3342.2783203125,2140.0,4665.0,3650.0,2210.0,4730.0,3670.0,2110.0,4660.0,3630.0,2110.0,4700.0,3650.0,106993500.0,41891500.0,87702400.0
2018-04-12,1648.485595703125,4357.97021484375,3287.336669921875,2110.0,4630.0,3590.0,2170.0,4665.0,3670.0,2110.0,4610.0,3570.0,2140.0,4665.0,3670.0,43279200.0,45957000.0,61989600.0
2018-04-13,1664.111328125,4343.74365234375,3250.709228515625,2130.0,4580.0,3550.0,2150.0,4630.0,3650.0,2110.0,4580.0,3550.0,2130.0,4620.0,3640.0,26671700.0,70179500.0,58708000.0
2018-04-16,1664.111328125,4343.74365234375,3250.709228515625,2130.0,4580.0,3550.0,2130.0,4580.0,3550.0,2130.0,4580.0,3550.0,2130.0,4580.0,3550.0,0.0,0.0,0.0
2018-04-17,1664.111328125,4343.74365234375,3250.709228515625,2130.0,4580.0,3550.0,2130.0,4580.0,3550.0,2130.0,4580.0,3550.0,2130.0,4580.0,3550.0,0.0,0.0,0.0
2018-04-18,1640.673095703125,4357.970703125,3351.435302734375,2100.0,4595.0,3660.0,2130.0,4595.0,3660.0,2080.0,4545.0,3620.0,2130.0,4565.0,3640.0,57129400.0,43716000.0,67903000.0
2018-04-19,1640.673095703125,4357.970703125,3351.435302734375,2100.0,4595.0,3660.0,2100.0,4595.0,3660.0,2100.0,4595.0,3660.0,2100.0,4595.0,3660.0,0.0,0.0,0.0
2018-04-20,1640.673095703125,4357.970703125,3351.435302734375,2100.0,4595.0,3660.0,2100.0,4595.0,3660.0,2100.0,4595.0,3660.0,2100.0,4595.0,3660.0,0.0,0.0,0.0
2018-04-23,1765.6766357421875,4362.71240234375,3278.1796875,2260.0,4600.0,3580.0,2290.0,4640.0,3640.0,2210.0,4585.0,3580.0,2250.0,4640.0,3630.0,74117300.0,46236000.0,87721200.0
2018-04-24,1718.80029296875,4348.48681640625,3195.767333984375,2200.0,4585.0,3490.0,2280.0,4625.0,3580.0,2180.0,4575.0,3480.0,2280.0,4620.0,3570.0,61013500.0,72223500.0,101460000.0
2018-04-25,1718.80029296875,4348.48681640625,3195.767333984375,2200.0,4585.0,3490.0,2200.0,4585.0,3490.0,2200.0,4585.0,3490.0,2200.0,4585.0,3490.0,0.0,0.0,0.0
2018-04-26,1718.80029296875,4348.48681640625,3195.767333984375,2200.0,4585.0,3490.0,2200.0,4585.0,3490.0,2200.0,4585.0,3490.0,2200.0,4585.0,3490.0,0.0,0.0,0.0
2018-04-27,1718.80029296875,4348.48681640625,3195.767333984375,2200.0,4585.0,3490.0,2200.0,4585.0,3490.0,2200.0,4585.0,3490.0,2200.0,4585.0,3490.0,0.0,0.0,0.0
2018-04-30,1433.6356201171875,4191.9970703125,2948.530517578125,1835.0,4420.0,3220.0,1875.0,4480.0,3280.0,1835.0,4290.0,3160.0,1840.0,4300.0,3190.0,48982700.0,90414000.0,130203400.0
2018-05-01,1433.6356201171875,4191.9970703125,2948.530517578125,1835.0,4420.0,3220.0,1835.0,4420.0,3220.0,1835.0,4420.0,3220.0,1835.0,4420.0,3220.0,0.0,0.0,0.0
2018-05-02,1438.002197265625,4343.74365234375,2957.687255859375,1775.0,4580.0,3230.0,1835.0,4580.0,3240.0,1770.0,4420.0,3190.0,1835.0,4420.0,3230.0,161066600.0,82346000.0,118974600.0
2018-05-03,1361.0389404296875,4229.93408203125,2884.431884765625,1680.0,4460.0,3150.0,1760.0,4575.0,3200.0,1595.0,4460.0,3140.0,1755.0,4560.0,3200.0,359102400.0,138704500.0,144844300.0
2018-05-04,1328.6331787109375,4177.771484375,2774.548828125,1640.0,4405.0,3030.0,1705.0,4465.0,3170.0,1625.0,4400.0,3010.0,1680.0,4460.0,3150.0,133025800.0,74133500.0,182507000.0
2018-05-07,1385.3431396484375,4229.93408203125,2792.86279296875,1710.0,4460.0,3050.0,1715.0,4460.0,3100.0,1605.0,4360.0,2990.0,1660.0,4410.0,3080.0,163301300.0,49054500.0,184094400.0
2018-05-08,1316.4810791015625,4177.771484375,2811.176513671875,1625.0,4405.0,3070.0,1720.0,4405.0,3090.0,1615.0,4340.0,3020.0,1710.0,4400.0,3090.0,141777800.0,70739000.0,110461000.0
2018-05-09,1377.2418212890625,4343.74365234375,2939.37353515625,1700.0,4580.0,3210.0,1715.0,4580.0,3230.0,1575.0,4305.0,3070.0,1625.0,4305.0,3120.0,164011600.0,72094000.0,185427300.0
2018-05-10,1377.2418212890625,4343.74365234375,2939.37353515625,1700.0,4580.0,3210.0,1700.0,4580.0,3210.0,1700.0,4580.0,3210.0,1700.0,4580.0,3210.0,0.0,0.0,0.0
2018-05-11,1389.393798828125,4315.29248046875,2893.5888671875,1715.0,4550.0,3160.0,1755.0,4610.0,3300.0,1700.0,4510.0,3160.0,1720.0,4550.0,3260.0,188517000.0,80000500.0,161449300.0
2018-05-14,1356.9881591796875,4357.970703125,2921.059814453125,1675.0,4595.0,3190.0,1715.0,4595.0,3190.0,1640.0,4465.0,3100.0,1700.0,4490.0,3150.0,140076400.0,57370500.0,96224700.0
2018-05-15,1389.393798828125,4210.9658203125,2811.176513671875,1715.0,4440.0,3070.0,1730.0,4540.0,3220.0,1650.0,4400.0,3060.0,1695.0,4535.0,3220.0,128428700.0,130583000.0,108029400.0
2018-05-16,1458.255859375,4244.16015625,2811.176513671875,1800.0,4475.0,3070.0,1800.0,4480.0,3070.0,1665.0,4380.0,2950.0,1705.0,4380.0,3010.0,189622500.0,87185000.0,298925000.0
2018-05-17,1523.0672607421875,4173.02880859375,2737.921142578125,1880.0,4400.0,2990.0,1910.0,4455.0,3100.0,1815.0,4400.0,2990.0,1815.0,4440.0,3070.0,155203900.0,84030500.0,172832900.0
2018-05-18,1543.32080078125,4116.1240234375,2692.136474609375,1905.0,4340.0,2940.0,1960.0,4405.0,3040.0,1865.0,4340.0,2920.0,1895.0,4400.0,3000.0,141046000.0,88681000.0,215062300.0
2018-05-21,1579.7772216796875,4106.64013671875,2527.311767578125,1950.0,4330.0,2760.0,1980.0,4345.0,2920.0,1880.0,4295.0,2750.0,1900.0,4310.0,2900.0,106170500.0,82237000.0,517921400.0
2018-05-22,1563.5743408203125,4173.02880859375,2490.68408203125,1930.0,4400.0,2720.0,1965.0,4420.0,2840.0,1905.0,4340.0,2720.0,1950.0,4390.0,2770.0,78702100.0,62761000.0,332514600.0
2018-05-23,1478.5093994140625,4173.02880859375,2637.195068359375,1825.0,4400.0,2880.0,1935.0,4470.0,2920.0,1825.0,4400.0,2770.0,1920.0,4420.0,2780.0,104492500.0,79515500.0,409918600.0
2018-05-24,1486.61083984375,4258.38671875,2802.01953125,1835.0,4490.0,3060.0,1865.0,4525.0,3070.0,1800.0,4455.0,2920.0,1825.0,4460.0,2930.0,120450100.0,77697000.0,251856200.0
