Attributes,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,ADRO.JK,BBCA.JK,BBRI.JK,ADRO.JK,BBCA.JK,BBRI.JK,ADRO.JK,BBCA.JK,BBRI.JK,ADRO.JK,BBCA.JK,BBRI.JK,ADRO.JK,BBCA.JK,BBRI.JK,ADRO.JK,BBCA.JK,BBRI.JK
Date,,,,,,,,,,,,,,,,,,
2018-02-21,1929.7440185546875,4522.68798828125,3385.835693359375,2470.0,4805.0,3800.0,2500.0,4835.0,3800.0,2430.0,4745.0,3750.0,2430.0,4790.0,3800.0,46720600.0,62499000.0,109361300.0
2018-02-22,1937.5567626953125,4499.15673828125,3359.10546875,2480.0,4780.0,3770.0,2490.0,4835.0,3790.0,2430.0,4750.0,3760.0,2470.0,4820.0,3780.0,36729100.0,47217000.0,103834700.0
2018-02-23,1937.5567626953125,4565.04443359375,3376.925537109375,2480.0,4850.0,3790.0,2510.0,4895.0,3810.0,2460.0,4790.0,3760.0,2480.0,4805.0,3760.0,49086200.0,82233000.0,107749300.0
2018-02-26,1867.2421875,4428.56396484375,3332.375244140625,2390.0,4705.0,3740.0,2480.0,4845.0,3790.0,2370.0,4700.0,3730.0,2450.0,4830.0,3750.0,51163200.0,85227500.0,97544400.0
2018-02-27,1875.0546875,4433.26953125,3359.10546875,2400.0,4710.0,3770.0,2430.0,4755.0,3790.0,2350.0,4660.0,3730.0,2390.0,4745.0,3740.0,50957600.0,87429500.0,76509500.0
2018-02-28,1835.9912109375,4362.6767578125,3368.015625,2350.0,4635.0,3780.0,2450.0,4690.0,3790.0,2350.0,4615.0,3740.0,2430.0,4680.0,3780.0,68753500.0,132869000.0,126297800.0
2018-03-01,1890.680419921875,4362.6767578125,3376.925537109375,2420.0,4635.0,3790.0,2420.0,4645.0,3820.0,2370.0,4620.0,3780.0,2370.0,4620.0,3800.0,48073500.0,125474500.0,107991400.0
2018-03-02,1804.7403564453125,4306.201171875,3376.925537109375,2310.0,4575.0,3790.0,2390.0,4625.0,3790.0,2290.0,4550.0,3740.0,2380.0,4615.0,3790.0,46826300.0,151511000.0,61833600.0
2018-03-05,1812.552978515625,4306.201171875,3359.10546875,2320.0,4575.0,3770.0,2340.0,4660.0,3800.0,2300.0,4575.0,3770.0,2310.0,4630.0,3800.0,28695800.0,87744000.0,55258400.0
2018-03-06,1820.36572265625,4287.37646484375,3323.465087890625,2330.0,4555.0,3730.0,2370.0,4640.0,3810.0,2300.0,4545.0,3700.0,2330.0,4635.0,3780.0,40320000.0,75907000.0,91074000.0
2018-03-07,1687.5494384765625,4254.43212890625,3261.094482421875,2160.0,4520.0,3660.0,2380.0,4630.0,3730.0,2150.0,4505.0,3650.0,2360.0,4620.0,3720.0,135082100.0,106152000.0,141612300.0
2018-03-08,1710.987548828125,4386.2080078125,3359.10546875,2190.0,4660.0,3770.0,2210.0,4680.0,3770.0,1995.0,4550.0,3690.0,2160.0,4600.0,3730.0,177448700.0,102994500.0,130641100.0
2018-03-09,1695.3621826171875,4386.2080078125,3287.82470703125,2170.0,4660.0,3690.0,2220.0,4660.0,3750.0,2110.0,4595.0,3680.0,2200.0,4660.0,3720.0,102331600.0,66797000.0,99179200.0
2018-03-12,1734.42578125,4447.38818359375,3350.195556640625,2220.0,4725.0,3760.0,2240.0,4730.0,3760.0,2170.0,4670.0,3700.0,2200.0,4680.0,3700.0,82249500.0,111180500.0,144225600.0
2018-03-13,1695.3621826171875,4414.44482421875,3350.195556640625,2170.0,4690.0,3760.0,2260.0,4740.0,3770.0,2130.0,4655.0,3720.0,2220.0,4720.0,3760.0,87487400.0,80643000.0,127738800.0
2018-03-14,1617.23486328125,4405.0322265625,3341.28515625,2070.0,4680.0,3750.0,2160.0,4720.0,3750.0,2060.0,4645.0,3700.0,2120.0,4695.0,3750.0,65089500.0,54505500.0,58574900.0
2018-03-15,1601.609375,4400.326171875,3243.274169921875,2050.0,4675.0,3640.0,2120.0,4685.0,3720.0,2020.0,4650.0,3640.0,2050.0,4680.0,3700.0,54737200.0,60774500.0,150015200.0
2018-03-16,1593.796630859375,4395.619140625,3278.914306640625,2040.0,4670.0,3680.0,2080.0,4735.0,3680.0,2000.0,4600.0,3550.0,2070.0,4730.0,3640.0,110602400.0,193122000.0,226448600.0
